first_name,last_name,occupation,income_level,identifier,product_name,product_type,transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
NOLANA,Congram,Engineer III,Medium,104-65-7047,Emergency Personal Loan,Personal Loan,3227,297,4418,National Bank,Personal Loan Deposit,14874,D,2021-02-02 00:00:00.000,Branch
BEATRIX,Prise,Developer I,Medium,124-16-9405,National Home Loan,home loan,5795,408,2459,National Bank,home loan Deposit,19008,D,2021-02-02 00:00:00.000,Branch
GISELA,Skirling,Systems Administrator IV,Low,699-41-4750,SavingsMax Account,savings account,10566,570,3391,Pixope,current account Withdrawal,6826,W,2021-02-02 00:00:00.000,Branch
DEBORAH,Braganca,Geologist IV,High,214-97-3747,Home Gaurd Insurance,home insurance,10185,562,2044,National Bank,home insurance Deposit,9917,D,2021-02-02 00:00:00.000,Phone Banking
TIEBOLD,Freeman,Compensation Analyst,High,243-45-9149,Central Govt Scheme,educational loan,4865,37,4728,National Bank,educational loan Deposit,2731,D,2021-02-02 00:00:00.000,Phone Banking
DEBORAH,Braganca,Geologist IV,High,214-97-3747,Home Gaurd Insurance,home insurance,288,562,2044,National Bank,home insurance Deposit,3688,D,2021-02-02 00:00:00.000,Phone Banking
TANN,Shearwood,Financial Analyst,High,878-46-1275,SavingsMax Account,savings account,7497,416,1152,Flipstorm,current account Withdrawal,12367,W,2021-02-01 00:00:00.000,Branch
CHANCEY,Vegas,Librarian,Medium,826-25-5326,Super Saver Savings Account,savings account,5900,303,727,Miboo,savings account Withdrawal,14325,W,2021-02-01 00:00:00.000,Branch
TANN,Shearwood,Financial Analyst,High,878-46-1275,SavingsMax Account,savings account,1382,416,1152,Twitterbridge,current account Withdrawal,6542,W,2021-02-01 00:00:00.000,Branch
ASHER,Skittles,Developer II,Medium,032-21-3221,Diners Club Black,credit card,10761,831,1691,Yakidoo,credit card Withdrawal,9269,W,2021-02-01 00:00:00.000,Branch
TANN,Shearwood,Financial Analyst,High,878-46-1275,SavingsMax Account,savings account,4765,416,1152,Yakidoo,current account Withdrawal,10113,W,2021-02-01 00:00:00.000,Branch
DIONYSUS,Capp,Occupational Therapist,Medium,729-15-0628,JPMorgan MF,mutual funds,7659,423,841,Linkbuzz,mutual funds Withdrawal,23637,W,2021-01-31 00:00:00.000,Branch
CULLAN,Clack,Nurse,High,024-54-5840,Home Gaurd Insurance,home insurance,3762,726,129,National Bank,home insurance Deposit,11270,D,2021-01-31 00:00:00.000,Phone Banking
ANGELITA,Farres,Physical Therapy Assistant,High,385-73-5682,Jet Privilege World,credit card,5691,288,2922,Jabberstorm,mutual funds Withdrawal,13066,W,2021-01-31 00:00:00.000,Branch
PIERETTE,Lembcke,Electrical Engineer,High,358-46-1685,Super Saver Savings Account,savings account,2447,460,4499,Linklinks,current account Withdrawal,7918,W,2021-01-31 00:00:00.000,Branch
CLO,Junkin,Recruiting Manager,Medium,745-12-3163,Super Saver Savings Account,savings account,8206,449,214,Cogibox,current account Withdrawal,20248,W,2021-01-31 00:00:00.000,Branch
SIMONETTE,Burnep,Web Designer I,Low,202-88-4382,Emergency Personal Loan,Personal Loan,10135,686,1417,National Bank,Personal Loan Deposit,22019,D,2021-01-30 00:00:00.000,Branch
SERENA,Grayshon,VP Quality Control,High,609-70-6190,Two Wheeler Insurance,motor insurance,6837,883,870,National Bank,motor insurance Deposit,1136,D,2021-01-29 00:00:00.000,Branch
DALLAS,Howcroft,Environmental Specialist,Medium,153-89-8491,Super Saver Savings Account,savings account,9685,80,3431,Topicware,savings account Withdrawal,6533,W,2021-01-29 00:00:00.000,Branch
ANDREJ,Poskitt,Registered Nurse,Low,685-97-5314,Two Wheeler Insurance,motor insurance,5461,921,4777,National Bank,motor insurance Deposit,6419,D,2021-01-28 00:00:00.000,Branch
CALLIE,Zoellner,Mechanical Systems Engineer,Medium,149-33-2737,Emergency Personal Loan,Personal Loan,8212,658,3548,National Bank,Personal Loan Deposit,2656,D,2021-01-28 00:00:00.000,Branch
RICKY,Illyes,Human Resources Assistant III,Medium,500-99-4231,Super Saver Facility,fixed deposit,2985,86,3080,National Bank,fixed deposit Deposit,18302,D,2021-01-27 00:00:00.000,Branch
RANNA,Kevane,Speech Pathologist,High,038-05-6520,Critical Illness Platinum,health insurance,10290,577,1644,National Bank,health insurance Deposit,13331,D,2021-01-27 00:00:00.000,Phone Banking
TEDDY,Reichelt,Mechanical Systems Engineer,High,222-02-6167,Super Saver Facility,fixed deposit,9110,419,3939,National Bank,fixed deposit Deposit,13142,D,2021-01-27 00:00:00.000,Branch
PACORRO,Skevington,Environmental Tech,High,322-73-2005,Critical Illness Platinum,health insurance,2041,91,3764,National Bank,health insurance Deposit,18974,D,2021-01-26 00:00:00.000,Phone Banking
POLLYANNA,Iacovacci,Assistant Professor,Medium,018-72-1186,Emergency Personal Loan,Personal Loan,8048,709,1889,National Bank,Personal Loan Deposit,17132,D,2021-01-26 00:00:00.000,Branch
ELDEN,Doman,VP Marketing,Medium,760-52-2990,Diners Club Black,credit card,7782,730,1616,Edgetag,credit card Withdrawal,11226,W,2021-01-26 00:00:00.000,Branch
NICOLAI,Agett,Media Manager III,High,109-06-3695,Super Saver Savings Account,savings account,2443,571,3957,Tazz,current account Withdrawal,17598,W,2021-01-26 00:00:00.000,Branch
SUZI,Sherrington,Analyst Programmer,Medium,523-01-1016,JPMorgan MF,mutual funds,4563,119,770,Dynava,mutual funds Withdrawal,3998,W,2021-01-26 00:00:00.000,Branch
TOBIN,Boykett,Food Chemist,High,775-50-8264,Central Govt Scheme,educational loan,7251,568,3177,National Bank,educational loan Deposit,18089,D,2021-01-25 00:00:00.000,Phone Banking
JULINE,Feathersby,Senior Financial Analyst,Low,266-39-9613,Jet Privilege World,credit card,10979,564,2288,Linktype,mutual funds Withdrawal,10426,W,2021-01-25 00:00:00.000,Branch
PIERETTE,Lembcke,Electrical Engineer,High,358-46-1685,Platinum Times Card,credit card,4915,460,89,Oyoba,Equities Withdrawal,3137,W,2021-01-25 00:00:00.000,Branch
ALLINA,Belsey,VP Accounting,High,306-74-5078,Critical Illness Platinum,health insurance,8042,901,2315,National Bank,health insurance Deposit,18553,D,2021-01-24 00:00:00.000,Phone Banking
FERNANDO,Gunstone,Environmental Tech,High,841-82-2227,Platinum Times Card,credit card,6686,928,1823,Wikizz,Equities Withdrawal,24851,W,2021-01-24 00:00:00.000,Branch
TONNIE,Durward,Help Desk Operator,Medium,317-22-5447,Equities,Equities,10970,747,4721,Trilith,Equities Withdrawal,10099,W,2021-01-24 00:00:00.000,Branch
SEBASTIAN,McRannell,Operator,Medium,944-86-2202,Super Saver Savings Account,savings account,4297,813,4576,Feednation,current account Withdrawal,13461,W,2021-01-24 00:00:00.000,Branch
CARLYNNE,Yvens,Programmer IV,High,056-92-3317,Diners Club Black,credit card,5997,621,348,Wikibox,credit card Withdrawal,8846,W,2021-01-23 00:00:00.000,Branch
JEFFY,Ivankovic,Physical Therapy Assistant,High,646-02-5990,Emergency Personal Loan,Personal Loan,354,484,791,National Bank,Personal Loan Deposit,18274,D,2021-01-23 00:00:00.000,Branch
INA,Legonidec,Senior Quality Engineer,High,464-12-0490,Equities,Equities,1550,886,4225,Jatri,Equities Withdrawal,11940,W,2021-01-22 00:00:00.000,Branch
DIONYSUS,Middler,Paralegal,Low,222-70-9191,Max Current Account,current account,5251,537,3626,Photolist,savings account Withdrawal,9993,W,2021-01-22 00:00:00.000,Branch
JED,Bage,Professor,Low,971-04-3871,Super Saver Savings Account,savings account,9656,656,4558,Voomm,current account Withdrawal,19663,W,2021-01-22 00:00:00.000,Branch
VALDEMAR,Shory,Media Manager III,Low,930-50-0520,JPMorgan MF,mutual funds,7176,579,4454,Yata,mutual funds Withdrawal,5342,W,2021-01-21 00:00:00.000,Branch
GIANNA,Trusty,Marketing Assistant,Medium,633-96-8076,New Car Loan,car loan,166,32,3335,National Bank,car loan Deposit,15645,D,2021-01-21 00:00:00.000,Phone Banking
STELLA,Stert,Software Test Engineer IV,High,337-56-7130,Life Easy Health,life insurance,4780,219,2624,National Bank,life insurance Deposit,9313,D,2021-01-20 00:00:00.000,Branch
ELVYN,Emanuelli,Web Designer II,High,352-45-6256,Super Saver Savings Account,savings account,3870,946,1330,Flipbug,current account Withdrawal,14508,W,2021-01-19 00:00:00.000,Branch
TOMMY,Blaine,Food Chemist,High,531-76-1653,JPMorgan MF,mutual funds,7576,755,2770,Brainsphere,mutual funds Withdrawal,2818,W,2021-01-19 00:00:00.000,Branch
JEAN,Crennell,Media Manager III,Low,072-59-5401,Assured Home Loan,home loan,2857,15,2057,National Bank,home loan Deposit,3658,D,2021-01-19 00:00:00.000,Branch
AX,Vine,Legal Assistant,Low,146-44-2276,Supreme Current Account,current account,4766,671,1494,Innotype,current account Withdrawal,24748,W,2021-01-19 00:00:00.000,Branch
WEST,Rojas,Registered Nurse,Medium,623-41-4443,Super Saver Savings Account,savings account,3373,166,3260,Yotz,current account Withdrawal,24601,W,2021-01-18 00:00:00.000,Branch
LISSA,Lamperd,Programmer II,Medium,698-20-6517,Assured Home Loan,home loan,3005,190,675,National Bank,home loan Deposit,3174,D,2021-01-18 00:00:00.000,Branch
RANNA,Kevane,Speech Pathologist,High,038-05-6520,Critical Illness Platinum,health insurance,4424,577,1644,National Bank,health insurance Deposit,23177,D,2021-01-18 00:00:00.000,Phone Banking
EIMILE,Staterfield,Clinical Specialist,High,724-26-3388,Assured Home Loan,home loan,2050,740,4390,National Bank,home loan Deposit,15699,D,2021-01-18 00:00:00.000,Branch
MARGARETTA,Armell,Marketing Manager,Medium,492-04-6831,Diners Club Black,Equities,3532,843,2734,Dynazzy,credit card Withdrawal,1556,W,2021-01-17 00:00:00.000,Branch
LOUISA,Danes,Account Coordinator,Low,303-39-9688,Critical Illness Platinum,health insurance,10687,695,3944,National Bank,health insurance Deposit,22175,D,2021-01-17 00:00:00.000,Phone Banking
AUGUSTE,Alelsandrovich,Physical Therapy Assistant,Medium,733-95-7303,JPMorgan MF,mutual funds,1175,68,4886,Trilia,mutual funds Withdrawal,4670,W,2021-01-17 00:00:00.000,Branch
RICHARDO,Corby,Software Consultant,High,394-58-7852,Super Saver Facility,fixed deposit,8336,839,1256,National Bank,fixed deposit Deposit,9417,D,2021-01-17 00:00:00.000,Branch
FULTON,Scawton,Software Consultant,Low,220-93-1834,Super Saver Facility,fixed deposit,1840,641,4149,National Bank,fixed deposit Deposit,5061,D,2021-01-06 00:00:00.000,Branch
NICOL,Salvage,Software Engineer III,Medium,627-31-4116,Critical Illness Platinum,health insurance,10355,670,3995,National Bank,health insurance Deposit,11541,D,2021-01-06 00:00:00.000,Phone Banking
KATHRYNE,Dulinty,Design Engineer,High,094-89-4124,Super Saver Facility,fixed deposit,8671,353,3884,National Bank,fixed deposit Deposit,7501,D,2021-01-06 00:00:00.000,Branch
ELISABETH,Godson,Geological Engineer,High,880-43-9224,Super Saver Facility,fixed deposit,7920,496,3853,National Bank,fixed deposit Deposit,4359,D,2021-01-05 00:00:00.000,Branch
ISAIAH,Menault,Marketing Assistant,High,039-23-0186,SavingsMax Account,savings account,10655,731,584,Muxo,savings account Withdrawal,8885,W,2021-01-05 00:00:00.000,Branch
MICKY,McCool,Human Resources Assistant II,High,863-88-3642,Two Wheeler Insurance,motor insurance,5153,934,3959,National Bank,motor insurance Deposit,15804,D,2021-01-05 00:00:00.000,Branch
HAM,Mollitt,VP Quality Control,High,247-31-2733,Equities,Equities,9998,535,892,Yodoo,Equities Withdrawal,24867,W,2021-01-05 00:00:00.000,Branch
HARBERT,Sanchiz,Structural Engineer,High,448-95-0809,Super Saver Savings Account,savings account,1431,907,3438,Quamba,savings account Withdrawal,10968,W,2021-01-04 00:00:00.000,Branch
OLIVIER,Emmer,Chief Design Engineer,High,604-03-0553,Super Saver Savings Account,savings account,1357,82,2296,Twimbo,savings account Withdrawal,12387,W,2021-01-04 00:00:00.000,Branch
ERNESTA,Skillett,Sales Associate,Low,720-61-7423,Central Govt Scheme,educational loan,10494,495,2373,National Bank,educational loan Deposit,16004,D,2021-01-04 00:00:00.000,Phone Banking
YETTA,Riccardi,Financial Analyst,Medium,154-52-5602,Supreme Current Account,current account,4067,366,1003,Skinte,current account Withdrawal,3369,W,2021-01-03 00:00:00.000,Branch
ELISSA,Martschik,Information Systems Manager,Medium,903-59-0909,National Home Loan,home loan,8001,861,2482,National Bank,home loan Deposit,13287,D,2021-01-03 00:00:00.000,Branch
WAINWRIGHT,Bane,Clinical Specialist,High,756-08-0829,Life Easy Health,life insurance,3243,22,2535,National Bank,life insurance Deposit,3982,D,2021-01-03 00:00:00.000,Branch
MADDIE,Vogele,Computer Systems Analyst IV,Low,664-84-8858,Life Easy Health,life insurance,10689,555,481,National Bank,life insurance Deposit,1548,D,2021-01-03 00:00:00.000,Branch
TATUM,Pirkis,Marketing Manager,High,516-38-7531,Home Gaurd Insurance,home insurance,10424,270,44,National Bank,home insurance Deposit,2363,D,2021-01-03 00:00:00.000,Phone Banking
KENDRE,Fearne,Compensation Analyst,High,919-43-5349,Assured Home Loan,home loan,7153,833,3261,National Bank,home loan Deposit,22530,D,2021-01-02 00:00:00.000,Branch
NAHUM,Brundrett,Human Resources Assistant IV,High,610-58-1517,Home Gaurd Insurance,home insurance,2828,991,1967,National Bank,home insurance Deposit,20530,D,2021-01-02 00:00:00.000,Phone Banking
TARRA,Wilkinson,Paralegal,High,363-23-8854,Equities,Equities,5411,717,4809,Browsetype,Equities Withdrawal,10662,W,2021-01-02 00:00:00.000,Branch
SHARRON,Wadelin,Executive Secretary,Low,597-37-2982,Critical Illness Platinum,health insurance,10454,450,2022,National Bank,health insurance Deposit,9023,D,2021-01-02 00:00:00.000,Phone Banking
FIORENZE,Borzoni,Engineer II,High,221-96-4252,Central Govt Scheme,educational loan,3736,669,4182,National Bank,educational loan Deposit,2324,D,2021-01-01 00:00:00.000,Phone Banking
RUSTY,Wright,Nuclear Power Engineer,Low,738-72-4796,Private Car Insurance,motor insurance,7000,835,4768,National Bank,motor insurance Deposit,12220,D,2021-01-01 00:00:00.000,Branch
MEAD,Side,Structural Analysis Engineer,Medium,084-04-4503,Super Saver Facility,fixed deposit,612,175,3663,National Bank,fixed deposit Deposit,4125,D,2021-01-01 00:00:00.000,Branch
HEATH,Satterley,Human Resources Manager,Medium,014-19-7077,Critical Illness Platinum,health insurance,4340,557,2591,National Bank,health insurance Deposit,20205,D,2021-01-01 00:00:00.000,Phone Banking
GASPARD,Barrett,Environmental Specialist,Medium,431-65-3247,Central Govt Scheme,educational loan,673,5,449,National Bank,educational loan Deposit,23050,D,2021-12-31 00:00:00.000,Phone Banking
LORETTA,Niven,Professor,Medium,585-24-7967,Assured Home Loan,home loan,3103,458,95,National Bank,home loan Deposit,3654,D,2021-12-30 00:00:00.000,Branch
STAVRO,Bickers,Analog Circuit Design manager,Low,459-68-6899,Equities,Equities,2244,957,3427,Skynoodle,Equities Withdrawal,19922,W,2021-12-30 00:00:00.000,Branch
EVALEEN,Hargie,Senior Quality Engineer,Low,539-02-7271,Critical Illness Platinum,health insurance,3863,984,4085,National Bank,health insurance Deposit,12210,D,2021-12-29 00:00:00.000,Phone Banking
JOELLE,Olivera,Senior Developer,Low,082-38-1471,Platinum Times Card,credit card,769,725,366,Oyonder,Equities Withdrawal,19433,W,2021-12-29 00:00:00.000,Branch
KIPPIE,Wapplington,Web Developer II,High,789-76-6212,Equities,Equities,9936,279,4730,Fliptune,Equities Withdrawal,13242,W,2021-12-28 00:00:00.000,Branch
KASSIA,Dunsford,Actuary,Low,684-36-1694,Pre-Owned Car Loan,car loan,481,650,2030,National Bank,car loan Deposit,23479,D,2021-12-27 00:00:00.000,Phone Banking
CARLIN,Sentance,Health Coach II,Medium,937-50-7330,Platinum Times Card,credit card,7485,113,4162,Zoomlounge,Equities Withdrawal,22822,W,2021-12-27 00:00:00.000,Branch
SIMONETTE,Burnep,Web Designer I,Low,202-88-4382,Central Govt Scheme,educational loan,8984,686,2585,National Bank,educational loan Deposit,11456,D,2021-12-27 00:00:00.000,Phone Banking
GLENNIS,Ramel,Senior Quality Engineer,Low,589-62-8428,Sweep In Facility,fixed deposit,2096,698,2023,National Bank,fixed deposit Deposit,10312,D,2021-12-27 00:00:00.000,Branch
CLARA,Cuss,Marketing Assistant,Medium,377-48-2988,Central Govt Scheme,educational loan,6804,753,4589,National Bank,educational loan Deposit,19370,D,2021-12-26 00:00:00.000,Phone Banking
TADIO,Jansens,Project Manager,High,643-49-5340,Super Saver Savings Account,savings account,2504,383,3262,Twitterlist,current account Withdrawal,4352,W,2021-12-26 00:00:00.000,Branch
VALDEMAR,Shory,Media Manager III,Low,930-50-0520,JPMorgan MF,mutual funds,9460,579,3649,Rooxo,mutual funds Withdrawal,16392,W,2021-12-26 00:00:00.000,Branch
ALASTAIR,Lovejoy,General Manager,Medium,858-14-5514,Super Saver Facility,fixed deposit,7191,235,4097,National Bank,fixed deposit Deposit,9564,D,2021-12-25 00:00:00.000,Branch
JETH,Woolger,Nurse Practicioner,High,495-47-1468,Super Saver Savings Account,savings account,5371,31,248,Tagopia,current account Withdrawal,9724,W,2021-12-25 00:00:00.000,Branch
CODY,Bertholin,Pharmacist,Medium,651-39-2154,Health Security Plan,health insurance,1859,804,1533,National Bank,health insurance Deposit,20578,D,2021-12-24 00:00:00.000,Phone Banking
JETH,Woolger,Nurse Practicioner,High,495-47-1468,Super Saver Savings Account,savings account,2199,31,248,Oozz,current account Withdrawal,15100,W,2021-12-24 00:00:00.000,Branch
MILE,Peris,Social Worker,Medium,636-13-7630,Central Govt Scheme,educational loan,4358,744,597,National Bank,educational loan Deposit,4545,D,2021-12-24 00:00:00.000,Phone Banking
ISIDORO,Hadcock,Director of Sales,Low,673-61-8250,Health Security Plan,health insurance,7890,829,2917,National Bank,health insurance Deposit,14041,D,2021-12-23 00:00:00.000,Phone Banking
CONCHITA,Driffill,Civil Engineer,Low,210-72-1965,Home Gaurd Insurance,home insurance,7467,567,4920,National Bank,home insurance Deposit,9987,D,2021-12-23 00:00:00.000,Phone Banking
PIP,Grahlmans,Assistant Manager,Medium,037-42-0948,Pre-Owned Car Loan,car loan,9057,140,2104,National Bank,car loan Deposit,10887,D,2021-12-22 00:00:00.000,Phone Banking
RANNA,Kevane,Speech Pathologist,High,038-05-6520,Super Saver Facility,fixed deposit,9097,577,116,National Bank,fixed deposit Deposit,9285,D,2021-12-21 00:00:00.000,Branch
SHAWN,Heckle,Teacher,Medium,119-97-7780,New Car Loan,car loan,8756,986,551,National Bank,car loan Deposit,24423,D,2021-12-21 00:00:00.000,Phone Banking
JANNEL,Mathevon,Software Test Engineer I,Medium,757-93-1584,Jet Privilege World,credit card,1889,655,529,Livefish,mutual funds Withdrawal,2703,W,2021-12-19 00:00:00.000,Branch
EMMALEE,Giercke,Structural Analysis Engineer,Medium,614-39-6228,Private Car Insurance,motor insurance,6296,619,1194,National Bank,motor insurance Deposit,21620,D,2021-12-19 00:00:00.000,Branch
PRUDY,Wille,Research Nurse,Low,385-95-8493,Super Saver Savings Account,savings account,3950,108,2706,Kwimbee,savings account Withdrawal,2189,W,2021-12-18 00:00:00.000,Branch
